Name,ESI
HATS-69 b,0.03682698347914401
HATS-70 b,0.017407167343412987
HATS-71A b,0.06157032255269601
HATS-72 b,0.06113605240726285
HATS-74A b,0.06494843313017888
HATS-75 b,0.06854958011357697
HATS-76 b,0.06774890187174942
HATS-77 b,0.05620888997084101
HATS-8 b,0.023516526124911723
HATS-9 b,0.018220524322322372
HD 106315 b,0.17910328792788083
HD 106315 c,0.10803615382140248
HD 110113 b,0.14418883189637433
HD 118203 b,0.035425028639793917
HD 136352 b,0.2624886705981563
HD 136352 c,0.3090151601485962
HD 136352 d,0.40840137130881277
HD 137496 b,0.09500431335093495
HD 1397 b,0.029601481089059696
HD 183579 b,0.15072184524393367
HD 191939 b,0.14191451923879264
HD 191939 c,0.21560947140379108
HD 191939 d,0.2226542164092201
HD 202772 A b,0.009811186293947645
HD 20329 b,0.09781517859505144
HD 207897 b,0.3268057455937279
HD 213885 b,0.08527937629326948
HD 219666 b,0.07904666351702962
HD 23472 b,0.40636043874083994
HD 23472 c,0.45177049914774214
HD 23472 d,0.2929816857023714
HD 23472 e,0.38441716296308803
HD 23472 f,0.4134125754881568
HD 260655 b,0.40319379029575225
HD 260655 c,0.48055023924578744
HD 2685 b,0.012744894884709292
HD 28109 b,0.20306878895979577
HD 3167 b,0.14021073785878815
HD 3167 c,0.30146410473602525
HD 5278 b,0.1987916893826512
HD 63935 b,0.17071896142284526
HD 63935 c,0.24066033555761948
HD 73583 b,0.23607418510051212
HD 73583 c,0.3359494820390348
HD 89345 b,0.0550778234539581
HD 95338 b,0.3484743103394865
HD 97658 b,0.2614277864155422
HIP 116454 b,0.2907012280491475
HIP 65426 b,0.03270663950821451
HIP 65A b,0.015362646263340619
HIP 67522 b,0.05701611512363139
HIP 77900 b,0.015371246610850323
HIP 94235 b,0.04837458042382174
HIP 97166 b,0.26340365159327767
K2-105 b,0.21082863071353952
K2-106 b,0.09019222932856284
K2-106 c,0.19752425352705177
K2-107 b,0.014838970896684284
K2-108 b,0.07577652085546303
K2-110 b,0.35482273251524804
K2-111 b,0.18292880695685232
K2-113 b,0.046051848339577525
K2-114 b,0.10700425088619166
K2-124 b,0.35308977392158475
K2-132 b,0.01490903949393131
K2-137 b,0.009717362520029077
K2-138 b,0.1931164347951891
K2-138 c,0.1459681561218745
K2-138 d,0.16888590894525254
K2-138 e,0.16574548010351015
K2-138 f,0.10482585522040587
K2-138 g,0.21251346927287493
K2-139 b,0.10532501811838477
K2-140 b,0.047123138327904976
K2-141 b,0.10172074195168566
K2-155 b,0.34732293174416107
K2-155 c,0.2810482031859244
K2-155 d,0.5723846041001279
K2-174 b,0.3875573030218859
K2-18 b,0.6153707797155028
K2-180 b,0.3040747820828157
K2-182 b,0.2017331534668492
K2-19 b,0.05266822999864971
K2-19 c,0.09226680169769813
K2-19 d,0.09951071757046855
K2-199 b,0.24847658849328544
K2-199 c,0.250871699842989
K2-216 b,0.19221183493161412
K2-22 b,0.014581224792925831
K2-222 b,0.2277310514037023
K2-229 b,0.12442126008606358
K2-229 c,0.21047058604006683
K2-229 d,0.3384470576319562
K2-232 b,0.037167256335727594
K2-233 b,0.2492768881115112
K2-233 d,0.35001160002136256
K2-237 b,0.011585290179399545
K2-238 b,0.018729056023714226
K2-239 b,0.6007739448392165
K2-239 c,0.7213922781078894
K2-239 d,0.7477759228197419
K2-24 b,0.10054340785455701
K2-24 c,0.06156621396227068
K2-240 b,0.3740992268388709
K2-240 c,0.5925086450918579
K2-25 b,0.4274054449856924
K2-260 b,0.012654070745870116
K2-261 b,0.03807091605305309
K2-266 b,0.08453194518782511
K2-266 c,0.4022121282526412
K2-266 d,0.2795866281072162
K2-266 e,0.3794502531892725
K2-27 b,0.12839152257437772
K2-280 b,0.06543691413344559
K2-285 b,0.1671446804550279
K2-285 c,0.1844137894357711
K2-285 d,0.284503240143111
K2-285 e,0.40616539842542376
K2-286 b,0.5913591862017096
K2-287 b,0.060189046615059666
K2-289 b,0.052065798655100345
K2-29 b,0.02947241417022951
K2-290 b,0.11904847340161635
K2-290 c,0.07314803245773277
K2-292 b,0.2270916946067004
K2-295 b,0.05217590283914277
K2-3 b,0.4420449426351499
K2-3 c,0.5098658554741933
K2-3 d,0.8028999183045302
K2-30 b,0.03755619717504527
K2-314 b,0.12860027430423068
K2-314 c,0.12565969308054736
K2-314 d,0.1305903436881491
K2-32 b,0.09001648509928209
K2-32 c,0.257641256258601
K2-32 d,0.2073610415243367
K2-32 e,0.22511480994478056
K2-34 b,0.027059012423375103
K2-36 b,0.1984699009652995
K2-36 c,0.16736829602766504
K2-38 b,0.11951799068941894
K2-38 c,0.2367944987582119
K2-52 b,0.006798839209185099
K2-53 b,0.2738613368525361
K2-55 b,0.17602374514217595
K2-60 b,0.05312020886373751
K2-66 b,0.12777976911320754
K2-79 b,0.09386851555127175
K2-87 b,0.050415070928758805
K2-90 b,0.35275391291936475
K2-95 b,0.12982002987636726
K2-97 b,0.03857165006086825
K2-98 b,0.08311276421252906
K2-99 b,0.03941074297627609
KELT-1 b,0.01246781880933019
KELT-10 b,0.017434808651193772
KELT-11 b,0.00913964022232333
KELT-17 b,0.011720137088008668
KELT-18 b,0.010426877160379384
KELT-19 A b,0.01294726223342671
KELT-22A b,0.02848905248359189
KELT-23A b,0.019111880299854653
KELT-4 A b,0.00942344746064142
KELT-7 b,0.016020887143548646
KELT-8 b,0.008756794084850748
KELT-9 b,0.005008308454415373
KOI-1257 b,0.1300619755373497
KOI-13 b,0.017360645277645314
KOI-1599.01,0.30354575151583746
KOI-1599.02,0.3317022954682391
KOI-1783 b,0.12081789483271008
KOI-1783 c,0.19298243592340883
KOI-3680 b,0.17871346584572165
KOI-4777,0.15053676748850986
KOI-984 b,0.09890375783949634
KPS-1 b,0.03445904368855732
Kepler-10 b,0.098652395873543
Kepler-10 c,0.33510016103878065
Kepler-101 b,0.05721002345250487
Kepler-101 c,0.1658277562051543
Kepler-102 b,0.051383584153569035
Kepler-102 c,0.1080464610548025
Kepler-102 e,0.3792470628363324
Kepler-102 f,0.26417528112020117
Kepler-105 b,0.03375884508968127
Kepler-107 b,0.15853116345522783
Kepler-107 c,0.12921141335559197
Kepler-107 d,0.11713310022768536
Kepler-107 e,0.15823785217724992
Kepler-114 b,0.23881405444940712
Kepler-114 c,0.4038502554971868
Kepler-114 d,0.2581752547037376
Kepler-117 b,0.04055879989830385
Kepler-117 c,0.0801060725239225
Kepler-12 b,0.008405740156162312
Kepler-138 d,0.489463527237612
Kepler-14 b,0.037067864905812424
Kepler-15 b,0.04005681311236616
Kepler-1514 b,0.17407109130230353
Kepler-1654 b,0.14352014255564288
Kepler-1656 b,0.17100799985652798
Kepler-167 d,0.5367009212834714
Kepler-167 e,0.11996759447605082
Kepler-17 b,0.02730885427388389
Kepler-1705 b,0.26561252082837633
Kepler-1705 c,0.19448694190898158
Kepler-20 b,0.18596674294088467
Kepler-20 c,0.20683606997955536
Kepler-20 d,0.40944644304557754
Kepler-21 b,0.10804159453260434
Kepler-22 b,0.3992400384749714
Kepler-278 b,0.2624445386299013
Kepler-278 c,0.3268673426907567
Kepler-39 b,0.049269071306127836
Kepler-391 c,0.07963334438316304
Kepler-4 b,0.07214784425048192
Kepler-40 b,0.03073137385313311
Kepler-41 b,0.013851849805652164
Kepler-411 b,0.14237060740711827
Kepler-411 c,0.1351751909891044
Kepler-411 d,0.3446293832282899
Kepler-412 b,0.015229849821333434
Kepler-42 b,0.26381645213829763
Kepler-42 c,0.21038036979011743
Kepler-42 d,0.30331557955359656
Kepler-423 b,0.018841439803996544
Kepler-425 b,0.030774305767096336
Kepler-426 b,0.022770769953145725
Kepler-427 b,0.020236556379117438
Kepler-428 b,0.04748470419557433
Kepler-43 b,0.03211729941655197
Kepler-433 b,0.020729618773471004
Kepler-434 b,0.060428318313925596
Kepler-435 b,0.007235389207020645
Kepler-44 b,0.02835265562561021
Kepler-45 b,0.0454368056382383
Kepler-46 b,0.10699154722574528
Kepler-5 b,0.019669064501164173
Kepler-51 b,0.02497799196792003
Kepler-51 c,0.026086449555447314
Kepler-51 d,0.03592874173117587
Kepler-538 b,0.5551557986692665
Kepler-539 b,0.20857011223125815
Kepler-6 b,0.018557466168557704
Kepler-62 b,0.20525798729613604
Kepler-62 c,0.09393310969136055
Kepler-62 d,0.3568778525800057
Kepler-62 e,0.27147538248630054
Kepler-62 f,0.1917480244845963
Kepler-68 b,0.15270642844261298
Kepler-7 b,0.008871585164353516
Kepler-74 b,0.045427734919011226
Kepler-75 b,0.07192315475820084
Kepler-76 b,0.01648438656939463
Kepler-77 b,0.02835572154336908
Kepler-78 b,0.10103539748653323
Kepler-79 b,0.1427792960868317
Kepler-79 c,0.12893525587607546
Kepler-79 d,0.04367622946997195
Kepler-79 e,0.1734055428996068
Kepler-8 b,0.012718386439593835
Kepler-82 b,0.16965008508266946
Kepler-82 c,0.1342876622278823
Kepler-86 b,0.1492105473612028
Kepler-87 b,0.08048496938273436
Kepler-87 c,0.08147771317001082
Kepler-89 b,0.12003357843373179
Kepler-89 c,0.09583185672021051
Kepler-89 d,0.04448307402646605
Kepler-89 e,0.10820235723588917
Kepler-9 d,0.1066518986236398
Kepler-91 b,0.012279053441109094
Kepler-93 b,0.2386656602901176
L 168-9 b,0.28110678032885333
L 98-59 b,0.4311603295823377
L 98-59 c,0.5044945725455527
L 98-59 d,0.5587364430192264
LHS 1140 b,0.5835156004443104
LHS 1478 b,0.46299444965151587
LHS 1815 b,0.3097963700499815
LHS 475 b,0.5514777859946138
LP 714-47 b,0.15450871488535062
LP 890-9 b,0.3109755038070466
LP 890-9 c,0.2734367897162772
LTT 1445A b,0.5983924071771662
LTT 1445A c,0.5901966383155397
LTT 3780 b,0.290450250229311
LTT 3780 c,0.5485121527004959
LTT 9779 b,0.046745527376060615
MASCARA-2 b/KELT-20 b,0.011164841236079215
MASCARA-3 b,0.038368096381654664
NGTS-1 b,0.03793081343330968
NGTS-10 b,0.03658456535398825
NGTS-11 b,0.11870184614369951
NGTS-12 b,0.02075895438937173
NGTS-13 b,0.03918690240810035
NGTS-14A b,0.08362430573268399
NGTS-15 b,0.035349968180282666
NGTS-16 b,0.023869308253906985
NGTS-17 b,0.0216196338291647
NGTS-18 b,0.01870743777362706
NGTS-2 b,0.011770494480783211
NGTS-20 b,0.09739913283158999
NGTS-21 b,0.031153937903752104
NGTS-23 b,0.021159323837214396
NGTS-24 b,0.01866369304219652
NGTS-25 b,0.03975340325770325
NGTS-4 b,0.09526849492876498
NGTS-5 b,0.025056480450034523
NGTS-8 b,0.03243595573927677
NGTS-9 b,0.043340590973142155
Qatar-10 b,0.00992489954192446
Qatar-2 b,0.03541630994177723
Qatar-3 b,0.03829457951266807
Qatar-4 b,0.026850233601355623
Qatar-5 b,0.046293569471107805
Qatar-6 A b,0.04165288076759265
Qatar-7 b,0.011193828640906046
Qatar-8 b,0.014981767494745163
Qatar-9 b,0.04893673359903653
RIK 72 b,0.00864825322271856
TIC 237913194 b,0.05683657047686374
TOI-1062 b,0.2021658133420423
TOI-1064 b,0.25659150030765016
TOI-1064 c,0.17688584876490604
TOI-1075 b,0.14383823757709382
TOI-1107 b,0.027148847084887656
TOI-1130 c,0.04004812620282465
TOI-1201 b,0.25850765614873883
TOI-122 b,0.3764328956214961
TOI-1221 b,0.05620040249061765
TOI-1231 b,0.3549203964670349
TOI-1235 b,0.3084638686694639
TOI-1238 b,0.19288824698126705
TOI-1238 c,0.3305572776142717
TOI-125 b,0.1635042188426504
TOI-125 c,0.1828745962214857
TOI-125 d,0.2686544284179897
TOI-1259A b,0.03995288027219909
TOI-1260 b,0.22648543488060355
TOI-1260 c,0.2831793105683389
TOI-1260 d,0.2965594175849946
TOI-1266 b,0.4634215962257607
TOI-1266 c,0.5833126394532863
TOI-1272 b,0.12663702273183036
TOI-1288 b,0.00763720769320825
TOI-1298 b,0.03515132134335515
TOI-132 b,0.10852475430733316
TOI-1333 b,0.02234442288972148
TOI-1338 b,0.06948093142508607
TOI-1411 b,0.24499132250825995
TOI-1422 b,0.10612000077636605
TOI-1430 b,0.2761188026217134
TOI-1431 b/MASCARA-5 b,0.014099942494092878
TOI-1442 b,0.2799775979302726
TOI-1452 b,0.7533014970472558
TOI-1468 b,0.3668439563576487
TOI-1468 c,0.6119130931399941
TOI-1478 b,0.0503332619658209
TOI-150 b,0.033698295110064974
TOI-1518 b,0.006548404634659499
TOI-157 b,0.021570638045211615
TOI-1601 b,0.02114576140947818
TOI-163 b,0.015627433714992946
TOI-1634 b,0.2690291111296004
TOI-1670 b,0.17960610040298214
TOI-1670 c,0.06946014550554558
TOI-1683 b,0.22134640694717628
TOI-1685 b,0.2298624172521001
TOI-169 b,0.023150019623788085
TOI-1693 b,0.36766457043749656
TOI-1695 b,0.40645153666253125
TOI-1696 b,0.26890984960500797
TOI-172 b,0.056081902743702214
TOI-1728 b,0.119239821108988
TOI-1749 b,0.13530509628184983
TOI-1749 c,0.22816838219239002
TOI-1749 d,0.27897964537112635
TOI-1759 b,0.28764574162709616
TOI-178 b,0.2924340780038481
TOI-178 c,0.29241281435067334
TOI-178 d,0.1853025962344355
TOI-178 e,0.2958281997570091
TOI-178 f,0.39000682680132137
TOI-178 g,0.2436202801795563
TOI-1789 b,0.01182479099450652
TOI-179 b,0.19711241373491645
TOI-1807 b,0.1793185876867392
TOI-181 b,0.06966841313170448
TOI-1811 b,0.055767442930087195
TOI-1820 b,0.04332651994431186
TOI-1860 b,0.13933187215692214
TOI-1899 b,0.06667872845244875
TOI-1937 b,0.019667274728455524
TOI-2000 b,0.11724234482312558
TOI-2000 c,0.05738928428391505
TOI-201 b,0.05234649456467848
TOI-2025 b,0.055953511773027
TOI-206 b,0.31834192070411127
TOI-2081 b,0.4312986253083507
TOI-2136 b,0.5063121570544761
TOI-2145 b,0.045740138627225375
TOI-2152 b,0.02519637003042196
TOI-2154 b,0.015512210297022022
TOI-2158 b,0.04473350660810816
TOI-216 b,0.05600439405670827
TOI-216 c,0.10341401412900621
TOI-2180 b,0.18868108382680202
TOI-2193 b,0.00938056551756726
TOI-2196 b,0.076637699025803
TOI-220 b,0.2042619889310354
TOI-2207 b,0.036003454331882456
TOI-2236 b,0.022440807589640455
TOI-2257 b,0.5621699071685212
TOI-2260 b,0.08315818579775489
TOI-2285 b,0.42784812293240615
TOI-2364 b,0.04573018257856017
TOI-237 b,0.7336606578661682
TOI-2406 b,0.32874226112048793
TOI-2411 b,0.18022471666708673
TOI-2421 b,0.02559493844765
TOI-2427 b,0.2083412621145328
TOI-2445 b,0.2768335240598469
TOI-2497 b,0.041656653111605595
TOI-2567 b,0.02165770555728562
TOI-257 b,0.057833627451972174
TOI-2570 b,0.013148690946165276
TOI-2583 b,0.012541436147706786
TOI-2587 b,0.017097226570794606
TOI-263 b,0.01671257364561502
TOI-269 b,0.30585788180928936
TOI-270 b,0.5568931254855967
TOI-270 c,0.4148729975957724
TOI-270 d,0.5564782610073135
TOI-2796 b,0.013085728646108557
TOI-2803 b,0.010467911176119596
TOI-2818 b,0.01869990708985039
TOI-2842 b,0.01854565680984874
TOI-2977 b,0.029715955158885404
TOI-3023 b,0.012885921399039756
TOI-3331 b,0.034858846343464485
TOI-3364 b,0.04228860439474236
TOI-3540 b,0.008897975840492279
TOI-3629 b,0.0835616575196148
TOI-3688 b,0.02507179469864262
TOI-3693 b,0.055834227851224445
TOI-3714 b,0.0631789204220387
TOI-3757 b,0.038229214514872545
TOI-3807 b,0.008323041659734265
TOI-3819 b,0.024182446721750333
TOI-3884 b,0.1052565867324919
TOI-3912 b,0.015163479352587215
TOI-3976 b,0.017057988361723515
TOI-402 b,0.05653857922711025
TOI-4087 b,0.023916283353416817
TOI-4137 b,0.02304942562114373
TOI-4138 b,0.011458840707876818
TOI-4145 b,0.026335156326688747
TOI-421 b,0.10408290287111768
TOI-421 c,0.15353176682036201
TOI-431 b,0.1230672057718169
TOI-431 d,0.20706132267732114
TOI-4463 b,0.02522598020098715
TOI-4479 b,0.1823916470267422
TOI-4481 b,0.30082365548567536
TOI-4562 b,0.18015802540385534
TOI-4791 b,0.037947415543156886
TOI-481 b,0.043971541729545705
TOI-500 b,0.1660000117381461
TOI-5153 b,0.07602298456680975
TOI-5205 b,0.07167749599630767
TOI-530 b,0.09644820060089083
TOI-532 b,0.10975616596620263
TOI-544 b,0.19641586024247373
TOI-5542 b,0.12839583569539487
TOI-558 b,0.06338446325402118
TOI-559 b,0.05798134715062861
TOI-564 b,0.03179865698319778
TOI-620 b,0.20297083563432122
TOI-628 b,0.03987170943033468
TOI-640 b,0.00920023059976657
TOI-674 b,0.12268805235531992
TOI-677 b,0.03384370988815504
TOI-700 d,0.7502655723795119
TOI-712 b,0.3371323212626882
TOI-712 c,0.4289468402264954
TOI-712 d,0.52726654703787
TOI-763 b,0.20720832603674738
TOI-763 c,0.22507513988425024
TOI-776 b,0.461979770669024
TOI-776 c,0.5111802206316847
TOI-833 b,0.2621140493426409
TOI-836 b,0.2975776571185979
TOI-836 c,0.2790041754800382
TOI-849 b,0.08791298442055913
TOI-892 b,0.03233849183499085
TOI-905 b,0.02874967702533348
TOI-954 b,0.023078712931051275
TOI-969 b,0.17570216171987482
TRAPPIST-1 b,0.6860988198437561
TRAPPIST-1 c,0.807347915644285
TRAPPIST-1 d,0.8730983543757718
TRAPPIST-1 e,0.8288447642430017
TRAPPIST-1 f,0.6848581238627894
TRAPPIST-1 g,0.7234246264809612
TRAPPIST-1 h,0.5342092384175163
TYC 8998-760-1 b,0.010084974550344001
TrES-2 A b,0.028183528004583625
USco1610-1913 b,0.006914311133980803
V 1298 Tau b,0.13236096978221829
WASP-100 b,0.011350727510898214
WASP-101 b,0.013058549309110698
WASP-103 b,0.009779319215624662
WASP-104 b,0.02923538526116006
WASP-106 b,0.0500054137966287
WASP-108 b,0.02380776340669417
WASP-109 b,0.014497251611251297
WASP-110 b,0.024613393505772102
WASP-111 b,0.014396548840788724
WASP-112 b,0.025908998284291353
WASP-113 b,0.013439893550579467
WASP-114 b,0.017155170475034683
WASP-117 b,0.030924949351589105
WASP-118 b,0.011215079143862664
WASP-119 b,0.01853104268780095
WASP-12 b,0.006113261575751715
WASP-120 b,0.021591593703342047
WASP-122 b,0.009447973650809901
WASP-123 b,0.019608760901778044
WASP-124 b,0.0205602096780565
WASP-126 b,0.023276660747831513
WASP-129 b,0.05488677581614056
WASP-130 b,0.08434111640507219
WASP-131 b,0.01517914014558361
WASP-132 b,0.06322843865025893
WASP-133 b,0.0207833164829218
WASP-134 b,0.06455796885293051
WASP-137 b,0.017662880395287576
WASP-139 b,0.039332560273351275
WASP-140 b,0.0282984636131805
WASP-141 b,0.03277803318243304
WASP-142 b,0.010251435816089493
WASP-143 b,0.023852312063762753
WASP-144 b,0.04166712035661126
WASP-145 A b,0.050702765988144126
WASP-146 b,0.024819567238706944
WASP-148 b,0.06072017273960204
WASP-150 b,0.03902611557097103
WASP-156 b,0.0761441796315344
WASP-157 b,0.03658876573754433
WASP-158 b,0.0384815558048733
WASP-159 b,0.011575134726961448
WASP-162 b,0.07839944877262506
WASP-166 b,0.04253640531966551
WASP-168 b,0.012779898508601032
WASP-169 b,0.01546967990982884
WASP-171 b,0.03213361433232026
WASP-172 b,0.009010593243915491
WASP-174 b,0.010770835745709636
WASP-175 b,0.022965335943474045
WASP-176 b,0.0127869434816323
WASP-177 b,0.01497829375551788
WASP-178 b,0.0063451010696352035
WASP-18 b,0.02463034185760079
WASP-180 A b,0.018707464947460246
WASP-181 b,0.020338834059636525
WASP-182 b,0.02246225011924988
WASP-183 b,0.017752072783302802
WASP-189 b,0.006778766827771015
WASP-19 b,0.012960285133396107
WASP-190 b,0.02663402655505474
WASP-20 A b,0.011501098885845502
WASP-28 b,0.023873298483688715
WASP-30 b,0.01082409363025503
WASP-33 b,0.00993830658539033
WASP-36 b,0.02423972794779251
WASP-41 b,0.030807462071087345
WASP-47 b,0.03494370275397715
WASP-50 b,0.033519549952895036
WASP-55 b,0.01984657718790647
WASP-59 b,0.1178490113689218
WASP-69 b,0.030139252902082858
WASP-70 A b,0.023308933113439043
WASP-73 b,0.026370419240201108
WASP-74 b,0.016426537753244697
WASP-75 b,0.019488941896781263
WASP-76 b,0.006680543791713594
WASP-82 b,0.009064262503659944
WASP-83 b,0.02801308843827442
WASP-84 b,0.06705665683694068
WASP-85 A b,0.026279148022063548
WASP-87 A b,0.014910381850555954
WASP-88 b,0.00808643503073367
WASP-89 b,0.06058221369845149
WASP-90 b,0.008863946645787872
WASP-92 b,0.01195636186520874
WASP-94 A b,0.008116937567815712
WASP-95 b,0.026800261164877503
WASP-96 b,0.022069586874432234
WASP-97 b,0.029049438505326763
WASP-98 b,0.03551210314171838
WASP-99 b,0.040154055304869755
WISE J2216+1952,0.06104898284037877
WTS-2 b,0.015714528052427332
Wendelstein-1 b,0.021561071348553014
Wolf 503 b,0.28612300923559775
XO-4 b,0.0222874055257784
XO-6 b,0.010523204257936871
XO-7 b,0.013952861001543899
pi Men c,0.18701967436437125
