# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   30       1.289164443018e-10       2.599397664656e-15       2.279605615145e-13       0.000000000000e+00       1.441295808411e-10       1.496619441502e-11      -1.089113686473e-14 
   31       1.308973324500e-10       2.918739295418e-15       2.330057085740e-13       0.000000000000e+00       1.353607476708e-10       1.412746412376e-11      -1.580313819000e-14 
   32       1.329044863585e-10       3.260068530388e-15       2.368752358536e-13       0.000000000000e+00       1.273150467819e-10       1.334328682232e-11      -1.966911165667e-14 
   33       1.349431202317e-10       3.621005462337e-15       2.393085178897e-13       0.000000000000e+00       1.199361928241e-10       1.261989955601e-11      -2.193996404554e-14 
   34       1.370116168973e-10       3.999722467570e-15       2.400689948769e-13       0.000000000000e+00       1.131215818400e-10       1.195845474276e-11      -2.216402779782e-14 
   35       1.391098409635e-10       4.399266956748e-15       2.391508407145e-13       0.000000000000e+00       1.068364912367e-10       1.135290588557e-11      -2.061317257227e-14 
   36       1.412320854730e-10       4.824826333541e-15       2.366482479454e-13       0.000000000000e+00       1.010305137739e-10       1.079040588431e-11      -1.789050204020e-14 
   37       1.433689819378e-10       5.281597340647e-15       2.326896913271e-13       0.000000000000e+00       9.562812858298e-11       1.025623072680e-11      -1.467731803331e-14 
   38       1.455246758752e-10       5.771122966624e-15       2.273867158819e-13       0.000000000000e+00       9.061547064776e-11       9.750779785623e-12      -1.138558266638e-14 
   39       1.477042654653e-10       6.293772014931e-15       2.208729292016e-13       0.000000000000e+00       8.597676307526e-11       9.277665586918e-12      -8.403289424891e-15 
   40       1.499085937645e-10       6.849699669941e-15       2.133206873761e-13       0.000000000000e+00       8.166792586580e-11       8.838952788781e-12      -6.193215331290e-15 
   41       1.521355731265e-10       7.438916555252e-15       2.048841494963e-13       0.000000000000e+00       7.763195650017e-11       8.434906015805e-12      -5.162524262989e-15 
   42       1.543858238287e-10       8.061560948919e-15       1.955006107429e-13       0.000000000000e+00       7.385703049377e-11       8.063529588890e-12      -5.209941122329e-15 
   43       1.566580680342e-10       8.717688575023e-15       1.850283721861e-13       0.000000000000e+00       7.033315759759e-11       7.720601427968e-12      -6.038577729876e-15 
   44       1.589471399478e-10       9.407185592433e-15       1.732986687364e-13       0.000000000000e+00       6.703474398509e-11       7.399580757102e-12      -7.273233170199e-15 
   45       1.612469563713e-10       1.012991121349e-14       1.601387062136e-13       0.000000000000e+00       6.392974515596e-11       7.093504135395e-12      -8.527186622012e-15 
   46       1.635613201331e-10       1.088619985505e-14       1.454531698398e-13       0.000000000000e+00       6.101331538325e-11       6.801750890761e-12      -9.637873985346e-15 
   47       1.658957453423e-10       1.167649218301e-14       1.291640630441e-13       0.000000000000e+00       5.828210478930e-11       6.525010537826e-12      -1.049337804890e-14 
   48       1.682542560998e-10       1.250119444076e-14       1.111876725049e-13       0.000000000000e+00       5.572411042046e-11       6.263342006992e-12      -1.096615086322e-14 
   49       1.706392245461e-10       1.336067728441e-14       9.143422144636e-14       0.000000000000e+00       5.331803254326e-11       6.016122313660e-12      -1.091226690633e-14 
   50       1.730516009648e-10       1.425522835596e-14       6.983607190194e-14       0.000000000000e+00       5.103969716471e-11       5.782358178687e-12      -1.022863725981e-14 
   51       1.754920534584e-10       1.518489752854e-14       4.644216058246e-14       0.000000000000e+00       4.888487219283e-11       5.561839695683e-12      -9.044693329212e-15 
   52       1.779598576793e-10       1.614960764139e-14       2.134859725912e-14       0.000000000000e+00       4.685153178338e-11       5.354211085265e-12      -7.581442553745e-15 
   53       1.804523917123e-10       1.714919382796e-14      -5.326670682792e-15       0.000000000000e+00       4.493302761155e-11       5.158601675214e-12      -6.099988640391e-15 
   54       1.829649925718e-10       1.818340017417e-14      -3.344286146638e-14       0.000000000000e+00       4.311777769631e-11       4.973591649751e-12      -4.903512306491e-15 
   55       1.854928687505e-10       1.925196212492e-14      -6.287277771811e-14       0.000000000000e+00       4.139280272657e-11       4.797612168617e-12      -4.261703856693e-15 
   56       1.880377229984e-10       2.035488533255e-14      -9.362494093784e-14       0.000000000000e+00       3.975607666438e-11       4.630340587868e-12      -4.157539962274e-15 
   57       1.906025234275e-10       2.149223022692e-14      -1.257500519190e-13       0.000000000000e+00       3.820669924816e-11       4.471591849057e-12      -4.481070223791e-15 
   58       1.931895295883e-10       2.266403233524e-14      -1.593066843935e-13       0.000000000000e+00       3.674115954093e-11       4.320897526575e-12      -5.100435923462e-15 
   59       1.958002290728e-10       2.387030228115e-14      -1.943617460033e-13       0.000000000000e+00       3.535317465740e-11       4.177488500431e-12      -5.860829410658e-15 
   60       1.984352741173e-10       2.511102578374e-14      -2.309909392730e-13       0.000000000000e+00       3.403352849094e-11       4.040277629038e-12      -6.583453487379e-15 
   61       2.010949676591e-10       2.638610324555e-14      -2.692627332681e-13       0.000000000000e+00       3.277263288769e-11       3.908167621288e-12      -7.106327561352e-15 
   62       2.037809924193e-10       2.769515267293e-14      -3.091850315599e-13       0.000000000000e+00       3.156924779936e-11       3.781094605434e-12      -7.419763535677e-15 
   63       2.064949591984e-10       2.903766231601e-14      -3.507472968368e-13       0.000000000000e+00       3.042344118830e-11       3.659189119010e-12      -7.559590738660e-15 
   64       2.092378466171e-10       3.041304529647e-14      -3.939359228895e-13       0.000000000000e+00       2.933396589069e-11       3.542464709271e-12      -7.568273970010e-15 
   65       2.120099551528e-10       3.182063768979e-14      -4.387341723892e-13       0.000000000000e+00       2.829818472471e-11       3.430810924296e-12      -7.495200652608e-15 
   66       2.148108611767e-10       3.325969660750e-14      -4.851221146670e-13       0.000000000000e+00       2.731199559873e-11       3.323986304103e-12      -7.396967984284e-15 
   67       2.176393709901e-10       3.472939827939e-14      -5.330765634917e-13       0.000000000000e+00       2.636975661951e-11       3.221611371753e-12      -7.337670089597e-15 
   68       2.204941943698e-10       3.622888923045e-14      -5.825729937799e-13       0.000000000000e+00       2.546579362750e-11       3.123287361312e-12      -7.374181448820e-15 
   69       2.233762264274e-10       3.775745613978e-14      -6.335918817970e-13       0.000000000000e+00       2.459944492193e-11       3.028996004639e-12      -7.507902593645e-15 
   70       2.262866476687e-10       3.931438711255e-14      -6.861135437734e-13       0.000000000000e+00       2.377090888759e-11       2.938768533053e-12      -7.723707746701e-15 
   71       2.292262183274e-10       4.089892108088e-14      -7.401162592411e-13       0.000000000000e+00       2.297971820756e-11       2.852563382860e-12      -8.003988583606e-15 
   72       2.321952508032e-10       4.251024724393e-14      -7.955762594244e-13       0.000000000000e+00       2.222470544268e-11       2.770262402244e-12      -8.328557657821e-15 
   73       2.351935821007e-10       4.414750450816e-14      -8.524677156306e-13       0.000000000000e+00       2.150396861107e-11       2.691667058151e-12      -8.674551825498e-15 
   74       2.382205462675e-10       4.580978092740e-14      -9.107627276408e-13       0.000000000000e+00       2.081483676758e-11       2.616494643171e-12      -9.016335670330e-15 
   75       2.412749468327e-10       4.749611314310e-14      -9.704313121004e-13       0.000000000000e+00       2.015383558325e-11       2.544374482427e-12      -9.325404928402e-15 
   76       2.443555966300e-10       4.920542579470e-14      -1.031440594938e-12       0.000000000000e+00       1.951755015129e-11       2.474939374159e-12      -9.576464921933e-15 
   77       2.474631118403e-10       5.093633823268e-14      -1.093752244272e-12       0.000000000000e+00       1.890547113574e-11       2.408127546919e-12      -9.767159012679e-15 
   78       2.505983965474e-10       5.268732137787e-14      -1.157324546114e-12       0.000000000000e+00       1.831760750792e-11       2.343929130228e-12      -9.901778983979e-15 
   79       2.537620887073e-10       5.445675286246e-14      -1.222113131333e-12       0.000000000000e+00       1.775361960031e-11       2.282293995261e-12      -9.985438749564e-15 
   80       2.569545442209e-10       5.624291523925e-14      -1.288070947725e-12       0.000000000000e+00       1.721280308435e-11       2.223129914580e-12      -1.002410440197e-14 
   81       2.601758210076e-10       5.804399419079e-14      -1.355148232079e-12       0.000000000000e+00       1.669407294833e-11       2.166300721862e-12      -1.002462426094e-14 
   82       2.634256630778e-10       5.985807673865e-14      -1.423292482251e-12       0.000000000000e+00       1.619594747516e-11       2.111624471625e-12      -9.994758921833e-15 
   83       2.667034846066e-10       6.168314945259e-14      -1.492448429225e-12       0.000000000000e+00       1.571653222025e-11       2.058871598965e-12      -9.943211304052e-15 
   84       2.700086925706e-10       6.351726575487e-14      -1.562562761200e-12       0.000000000000e+00       1.525398067061e-11       2.007821941829e-12      -9.877868478470e-15 
   85       2.733417510014e-10       6.535908362332e-14      -1.633599256841e-12       0.000000000000e+00       1.480799906306e-11       1.958450700317e-12      -9.800126439475e-15 
   86       2.767032647821e-10       6.720741415915e-14      -1.705526121255e-12       0.000000000000e+00       1.437856281709e-11       1.910770074787e-12      -9.709675218227e-15 
   87       2.800936466841e-10       6.906106145310e-14      -1.778311508200e-12       0.000000000000e+00       1.396545414131e-11       1.864772305831e-12      -9.606203447220e-15 
   88       2.835131071300e-10       7.091882363652e-14      -1.851923572025e-12       0.000000000000e+00       1.356825402277e-11       1.820428823296e-12      -9.489398354557e-15 
   89       2.869616439575e-10       7.277949393257e-14      -1.926330519602e-12       0.000000000000e+00       1.318633421623e-11       1.777689395296e-12      -9.358945758226e-15 
   90       2.904390321818e-10       7.464186170733e-14      -2.001500662261e-12       0.000000000000e+00       1.281884923346e-11       1.736481277229e-12      -9.214530060376e-15 
   91       2.939448137597e-10       7.650471352092e-14      -2.077402467722e-12       0.000000000000e+00       1.246472833248e-11       1.696708360794e-12      -9.055834241590e-15 
   92       2.974782873523e-10       7.836683417871e-14      -2.154004612033e-12       0.000000000000e+00       1.212266750686e-11       1.658250323006e-12      -8.882539855165e-15 
   93       3.010387519349e-10       8.022692732711e-14      -2.231270916372e-12       0.000000000000e+00       1.179143895857e-11       1.620991409992e-12      -8.694735522484e-15 
   94       3.046263017723e-10       8.208336129713e-14      -2.309144173561e-12       0.000000000000e+00       1.147089015857e-11       1.584913588800e-12      -8.494212710359e-15 
   95       3.082411326372e-10       8.393438680130e-14      -2.387559973760e-12       0.000000000000e+00       1.116108093316e-11       1.550015897433e-12      -8.283365734922e-15 
   96       3.118832919556e-10       8.577821393045e-14      -2.466451584827e-12       0.000000000000e+00       1.086197576503e-11       1.516285620155e-12      -8.064806151795e-15 
   97       3.155526720549e-10       8.761301210048e-14      -2.545749934033e-12       0.000000000000e+00       1.057344014061e-11       1.483697843293e-12      -7.841368357794e-15 
   98       3.192490034112e-10       8.943690999908e-14      -2.625383589786e-12       0.000000000000e+00       1.029523689736e-11       1.452215011052e-12      -7.616115192633e-15 
   99       3.229718478969e-10       9.124799553247e-14      -2.705278743348e-12       0.000000000000e+00       1.002702257115e-11       1.421786481317e-12      -7.392343540627e-15 
  100       3.267205920294e-10       9.304431577218e-14      -2.785359190555e-12       0.000000000000e+00       9.768343743546e-12       1.392348081465e-12      -7.173589932391e-15 
  101       3.304944402177e-10       9.482387690177e-14      -2.865546313540e-12       0.000000000000e+00       9.518633389149e-12       1.363821664168e-12      -6.963636146552e-15 
  102       3.342924080110e-10       9.658464416356e-14      -2.945759062447e-12       0.000000000000e+00       9.277207222913e-12       1.336114663208e-12      -6.766514811444e-15 
  103       3.381133153461e-10       9.832454180541e-14      -3.025913937158e-12       0.000000000000e+00       9.043260047477e-12       1.309119649277e-12      -6.586515006815e-15 
  104       3.419560384714e-10       1.000415468521e-13      -3.105929777752e-12       0.000000000000e+00       8.816048328969e-12       1.282739421851e-12      -6.427214544114e-15 
  105       3.458203190198e-10       1.017339849606e-13      -3.185742912279e-12       0.000000000000e+00       8.595473880304e-12       1.256967101820e-12      -6.288415862192e-15 
  106       3.497060521507e-10       1.034002746172e-13      -3.265294030677e-12       0.000000000000e+00       8.381572582419e-12       1.231816080467e-12      -6.168804732052e-15 
  107       3.536130337706e-10       1.050388378480e-13      -3.344523592900e-12       0.000000000000e+00       8.174333609895e-12       1.207295287960e-12      -6.066881583477e-15 
  108       3.575409566240e-10       1.066481011963e-13      -3.423371863483e-12       0.000000000000e+00       7.973697824748e-12       1.183409029771e-12      -5.980956410896e-15 
  109       3.614894063832e-10       1.082264967009e-13      -3.501778946100e-12       0.000000000000e+00       7.779556170223e-12       1.160156823106e-12      -5.909143679249e-15 
  110       3.654578577392e-10       1.097724628733e-13      -3.579684818132e-12       0.000000000000e+00       7.591748064584e-12       1.137533233324e-12      -5.849357229845e-15 
  111       3.694456704919e-10       1.112844456760e-13      -3.657029365229e-12       0.000000000000e+00       7.410059794909e-12       1.115527710360e-12      -5.799305186232e-15 
  112       3.734520856400e-10       1.127608995000e-13      -3.733752415870e-12       0.000000000000e+00       7.234222910877e-12       1.094124425154e-12      -5.756484860056e-15 
  113       3.774762214721e-10       1.142002881425e-13      -3.809793775932e-12       0.000000000000e+00       7.063912618568e-12       1.073302106071e-12      -5.718177656926e-15 
  114       3.815170696566e-10       1.156010857852e-13      -3.885093263249e-12       0.000000000000e+00       6.898746174246e-12       1.053033875326e-12      -5.681443982278e-15 
  115       3.855734913320e-10       1.169617779712e-13      -3.959590742175e-12       0.000000000000e+00       6.738281278158e-12       1.033287085408e-12      -5.643118147237e-15 
  116       3.896443749141e-10       1.182808927979e-13      -4.033225154536e-12       0.000000000000e+00       6.582113065204e-12       1.014031347641e-12      -5.600458988938e-15 
  117       3.937291396410e-10       1.195570967039e-13      -4.105931404920e-12       0.000000000000e+00       6.430181888935e-12       9.952640749693e-13      -5.553202363118e-15 
  118       3.978272861930e-10       1.207891122177e-13      -4.177643159839e-12       0.000000000000e+00       6.282500116248e-12       9.769877519775e-13      -5.501749791470e-15 
  119       4.019382380008e-10       1.219756900176e-13      -4.248293842866e-12       0.000000000000e+00       6.139056152375e-12       9.592019304755e-13      -5.446535771661e-15 
  120       4.060613387661e-10       1.231156101761e-13      -4.317816660328e-12       0.000000000000e+00       5.999813706438e-12       9.419031383544e-13      -5.388028480851e-15 
  121       4.101958499817e-10       1.242076834049e-13      -4.386144626990e-12       0.000000000000e+00       5.864711057010e-12       9.250847884438e-13      -5.326730479205e-15 
  122       4.143409484514e-10       1.252507523003e-13      -4.453210591750e-12       0.000000000000e+00       5.733660317674e-12       9.087370873679e-13      -5.263179413414e-15 
  123       4.184957238108e-10       1.262436925873e-13      -4.518947263327e-12       0.000000000000e+00       5.606546702584e-12       8.928469444021e-13      -5.197948720203e-15 
  124       4.226591760471e-10       1.271854143654e-13      -4.583287235947e-12       0.000000000000e+00       5.483227792022e-12       8.773978803298e-13      -5.131648329854e-15 
  125       4.268302130193e-10       1.280748633529e-13      -4.646163015039e-12       0.000000000000e+00       5.363532797959e-12       8.623699362987e-13      -5.064925369717e-15 
  126       4.310076479787e-10       1.289110221321e-13      -4.707507042918e-12       0.000000000000e+00       5.247261829614e-12       8.477395826777e-13      -4.998464867727e-15 
  127       4.351901970888e-10       1.296929113943e-13      -4.767251724477e-12       0.000000000000e+00       5.134185159014e-12       8.334796279131e-13      -4.932990455920e-15 
  128       4.393764769458e-10       1.304195911845e-13      -4.825329452879e-12       0.000000000000e+00       5.024042486551e-12       8.195591273855e-13      -4.869265073949e-15 
  129       4.435651479113e-10       1.310902018018e-13      -4.881673804198e-12       0.000000000000e+00       4.916598893912e-12       8.059498988748e-13      -4.807927766920e-15 
  130       4.477553671574e-10       1.317040889293e-13      -4.936223214957e-12       0.000000000000e+00       4.811821202733e-12       7.926470706673e-13      -4.748982342495e-15 
  131       4.519463808660e-10       1.322606946476e-13      -4.988917758446e-12       0.000000000000e+00       4.709719664822e-12       7.796506258522e-13      -4.692253687226e-15 
  132       4.561373814494e-10       1.327595205237e-13      -5.039698045654e-12       0.000000000000e+00       4.610292683456e-12       7.669589543363e-13      -4.637546179198e-15 
  133       4.603275061136e-10       1.332001291395e-13      -5.088505259318e-12       0.000000000000e+00       4.513526484568e-12       7.545688089754e-13      -4.584643218691e-15 
  134       4.645158354219e-10       1.335821456205e-13      -5.135281187979e-12       0.000000000000e+00       4.419394787949e-12       7.424752617050e-13      -4.533306758849e-15 
  135       4.687013918583e-10       1.339052591649e-13      -5.179968260036e-12       0.000000000000e+00       4.327858478432e-12       7.306716596712e-13      -4.483276836350e-15 
  136       4.728831383916e-10       1.341692245715e-13      -5.222509577802e-12       0.000000000000e+00       4.238865277094e-12       7.191495813626e-13      -4.434271102063e-15 
  137       4.770599770385e-10       1.343738637692e-13      -5.262848951555e-12       0.000000000000e+00       4.152349412444e-12       7.078987927401e-13      -4.385984351723e-15 
  138       4.812307474274e-10       1.345190673452e-13      -5.300930933595e-12       0.000000000000e+00       4.068231291620e-12       6.969072033692e-13      -4.338088056595e-15 
  139       4.853942253620e-10       1.346047960740e-13      -5.336700852294e-12       0.000000000000e+00       3.986417171577e-12       6.861608225502e-13      -4.290229894138e-15 
  140       4.895491213849e-10       1.346310824456e-13      -5.370104846156e-12       0.000000000000e+00       3.906798830290e-12       6.756437154494e-13      -4.242033278674e-15 
  141       4.936940793413e-10       1.345980321947e-13      -5.401089897866e-12       0.000000000000e+00       3.829253237938e-12       6.653379592305e-13      -4.193096892053e-15 
  142       4.978276749423e-10       1.345058258293e-13      -5.429603868347e-12       0.000000000000e+00       3.753642228103e-12       6.552235991855e-13      -4.142994214321e-15 
  143       5.019484143287e-10       1.343547201591e-13      -5.455595530812e-12       0.000000000000e+00       3.679812168961e-12       6.452786048653e-13      -4.091273054385e-15 
  144       5.060548552676e-10       1.341450609467e-13      -5.479014966559e-12       0.000000000000e+00       3.607626177492e-12       6.354838724053e-13      -4.037560845981e-15 
  145       5.101459872407e-10       1.338773190380e-13      -5.499814724442e-12       0.000000000000e+00       3.537065035605e-12       6.258388799251e-13      -3.981893225947e-15 
  146       5.142208862712e-10       1.335520607167e-13      -5.517948840971e-12       0.000000000000e+00       3.468135644258e-12       6.163474993336e-13      -3.924417107992e-15 
  147       5.182785949311e-10       1.331699384796e-13      -5.533372524660e-12       0.000000000000e+00       3.400839233293e-12       6.070130739892e-13      -3.865287963435e-15 
  148       5.223181216089e-10       1.327316926299e-13      -5.546042192148e-12       0.000000000000e+00       3.335171219654e-12       5.978384038322e-13      -3.804669959723e-15 
  149       5.263384397785e-10       1.322381528692e-13      -5.555915504342e-12       0.000000000000e+00       3.271121065610e-12       5.888257305169e-13      -3.742736098940e-15 
  150       5.303384872671e-10       1.316902398908e-13      -5.562951402546e-12       0.000000000000e+00       3.208672136978e-12       5.799767225435e-13      -3.679668356324e-15 
  151       5.343171655241e-10       1.310889669719e-13      -5.567110144594e-12       0.000000000000e+00       3.147801561346e-12       5.712924603908e-13      -3.615657818774e-15 
  152       5.382733388891e-10       1.304354415660e-13      -5.568353340983e-12       0.000000000000e+00       3.088480086293e-12       5.627734216478e-13      -3.550904823370e-15 
  153       5.422058338604e-10       1.297308668960e-13      -5.566643991007e-12       0.000000000000e+00       3.030671937616e-12       5.544194661462e-13      -3.485619095882e-15 
  154       5.461134383635e-10       1.289765435466e-13      -5.561946518889e-12       0.000000000000e+00       2.974334677545e-12       5.462298210925e-13      -3.420019889282e-15 
  155       5.499949010193e-10       1.281738710567e-13      -5.554226809917e-12       0.000000000000e+00       2.919419062972e-12       5.382030662001e-13      -3.354336122259e-15 
  156       5.538489304126e-10       1.273243495125e-13      -5.543452246571e-12       0.000000000000e+00       2.865868903671e-12       5.303371188216e-13      -3.288806517733e-15 
  157       5.576741943603e-10       1.264295811395e-13      -5.529591744664e-12       0.000000000000e+00       2.813620920521e-12       5.226292190808e-13      -3.223679741364e-15 
  158       5.614693191803e-10       1.254912718956e-13      -5.512615789467e-12       0.000000000000e+00       2.762604603725e-12       5.150759150049e-13      -3.159214540070e-15 
  159       5.652328889591e-10       1.245112330636e-13      -5.492496471848e-12       0.000000000000e+00       2.712742071037e-12       5.076730476569e-13      -3.095679880535e-15 
  160       5.689634448208e-10       1.234913828436e-13      -5.469207524404e-12       0.000000000000e+00       2.663947925981e-12       5.004157362673e-13      -3.033355087725e-15 
  161       5.726595853773e-10       1.224337050221e-13      -5.442724281686e-12       0.000000000000e+00       2.616146756472e-12       4.932994220850e-13      -2.972473194148e-15 
  162       5.763202795985e-10       1.213401175284e-13      -5.413023481071e-12       0.000000000000e+00       2.569327667302e-12       4.863231348775e-13      -2.913045066946e-15 
  163       5.799445803403e-10       1.202125952439e-13      -5.380083513257e-12       0.000000000000e+00       2.523494321598e-12       4.794864882258e-13      -2.855019920208e-15 
  164       5.835315253877e-10       1.190532132640e-13      -5.343884532082e-12       0.000000000000e+00       2.478647674021e-12       4.727886368697e-13      -2.798340583606e-15 
  165       5.870801371882e-10       1.178641482941e-13      -5.304408490311e-12       0.000000000000e+00       2.434785910150e-12       4.662282667105e-13      -2.742943379626e-15 
  166       5.905894225857e-10       1.166476800435e-13      -5.261639175415e-12       0.000000000000e+00       2.391904385868e-12       4.598035848145e-13      -2.688758000805e-15 
  167       5.940583725550e-10       1.154061926218e-13      -5.215562245359e-12       0.000000000000e+00       2.349995566741e-12       4.535123094161e-13      -2.635707386960e-15 
  168       5.974859619349e-10       1.141421759329e-13      -5.166165264385e-12       0.000000000000e+00       2.309048967404e-12       4.473516599212e-13      -2.583707602422e-15 
  169       6.008711491627e-10       1.128582270708e-13      -5.113437738794e-12       0.000000000000e+00       2.269051090946e-12       4.413183469101e-13      -2.532667713269e-15 
  170       6.042128760079e-10       1.115570517148e-13      -5.057371152732e-12       0.000000000000e+00       2.229985368291e-12       4.354085621407e-13      -2.482489664558e-15 
  171       6.075100673060e-10       1.102414655239e-13      -4.997959003973e-12       0.000000000000e+00       2.191832097583e-12       4.296179685520e-13      -2.433068157561e-15 
  172       6.107616306927e-10       1.089143955328e-13      -4.935196839701e-12       0.000000000000e+00       2.154568383570e-12       4.239416902671e-13      -2.384290526991e-15 
  173       6.139664563375e-10       1.075788815465e-13      -4.869082292299e-12       0.000000000000e+00       2.118168076986e-12       4.183743025962e-13      -2.336036618241e-15 
  174       6.171234166778e-10       1.062380775353e-13      -4.799615115126e-12       0.000000000000e+00       2.082601713935e-12       4.129098220403e-13      -2.288178664614e-15 
  175       6.202313661528e-10       1.048952530306e-13      -4.726797218306e-12       0.000000000000e+00       2.047836455277e-12       4.075416962938e-13      -2.240581164558e-15 
  176       6.232891409372e-10       1.035537945192e-13      -4.650632704510e-12       0.000000000000e+00       2.013836026008e-12       4.022627942481e-13      -2.193100758894e-15 
  177       6.262955586756e-10       1.022172068391e-13      -4.571127904741e-12       0.000000000000e+00       1.980560654645e-12       3.970653959948e-13      -2.145586108054e-15 
  178       6.292494182157e-10       1.008891145741e-13      -4.488291414114e-12       0.000000000000e+00       1.947967012611e-12       3.919411828285e-13      -2.097877769311e-15 
