       1.294781896566e-04       3.178173931443e+03 
       1.437989225617e-04       2.591346108889e+03 
       1.584626865378e-04       2.180144981108e+03 
       1.735124657548e-04       1.883355320516e+03 
       1.889942338749e-04       1.664103881372e+03 
       2.049573461522e-04       1.499228367776e+03 
       2.214549619497e-04       1.373654225063e+03 
       2.385444989765e-04       1.277270254045e+03 
       2.562881195345e-04       1.203117855473e+03 
       2.747532475859e-04       1.146302523278e+03 
       2.940131133829e-04       1.103318253541e+03 
       3.141473195510e-04       1.071616202505e+03 
       3.352424187057e-04       1.049322322975e+03 
       3.573924876829e-04       1.035048292763e+03 
       3.806996770698e-04       1.027762296244e+03 
       4.052747067634e-04       1.026699017403e+03 
       4.312372686861e-04       1.031295781395e+03 
       4.587162866658e-04       1.041146373747e+03 
       4.878499712801e-04       1.055966956687e+03 
       5.187855950730e-04       1.075570255613e+03 
       5.516789025369e-04       1.099845417103e+03 
       5.866930620022e-04       1.128741644630e+03 
       6.239970663248e-04       1.162254314130e+03 
       6.637635000326e-04       1.200412581684e+03 
       7.061656166303e-04       1.243267836385e+03 
       7.513737146601e-04       1.290882601132e+03 
       7.995508662998e-04       1.343319653866e+03 
       8.508481352889e-04       1.400631437784e+03 
       9.053995138320e-04       1.462849964726e+03 
       9.633168967956e-04       1.529977588207e+03 
       1.024685477195e-03       1.601979168229e+03 
       1.089559969945e-03       1.678776140158e+03 
       1.157962036243e-03       1.760242906317e+03 
       1.229879184911e-03       1.846205927407e+03 
       1.305265280323e-03       1.936445452072e+03 
       1.384042613904e-03       2.030691759296e+03 
       1.466105330001e-03       2.128645444848e+03 
       1.551323868225e-03       2.229991073368e+03 
       1.639550013725e-03       2.334384654877e+03 
       1.730622140007e-03       2.441471864638e+03 
       1.824370276698e-03       2.550896286186e+03 
       1.920620718773e-03       2.662306589855e+03 
       2.019199992682e-03       2.775362384787e+03 
       2.119938090140e-03       2.889738919733e+03 
       2.222670959724e-03       3.005130264383e+03 
       2.327242303999e-03       3.121251444440e+03 
       2.433504765582e-03       3.237839624917e+03 
       2.541320602394e-03       3.354654480480e+03 
       2.650561955098e-03       3.471478097254e+03 
       2.761110803127e-03       3.588113725710e+03 
       2.872858693947e-03       3.704385607649e+03 
       2.985706316260e-03       3.820136794784e+03 
       3.099562973877e-03       3.935227657220e+03 
       3.214346004125e-03       4.049535933881e+03 
       3.329980173612e-03       4.162953085119e+03 
       3.446397074969e-03       4.275384245072e+03 
       3.563534540940e-03       4.386746598415e+03 
       3.681336086493e-03       4.496967956245e+03 
       3.799750385434e-03       4.605986119816e+03 
       3.918730784836e-03       4.713746634138e+03 
       4.038234858420e-03       4.820203806427e+03 
       4.158223998468e-03       4.925316799211e+03 
       4.278663044843e-03       5.029052489487e+03 
       4.399519949069e-03       5.131383766769e+03 
       4.520765471061e-03       5.232285497871e+03 
       4.642372905943e-03       5.331739451045e+03 
       4.764317838370e-03       5.429730004211e+03 
       4.886577921837e-03       5.526245488227e+03 
       5.009132680560e-03       5.621277267289e+03 
       5.131963331712e-03       5.714818667816e+03 
       5.255052625921e-03       5.806867076681e+03 
       5.378384704148e-03       5.897418854239e+03 
       5.501944969214e-03       5.986475470986e+03 
       5.625719970430e-03       6.074039979547e+03 
       5.749697299932e-03       6.160114899516e+03 
       5.873865499461e-03       6.244706986801e+03 
       5.998213976481e-03       6.327823522950e+03 
       6.122732928623e-03       6.409462621164e+03 
       6.247413275577e-03       6.489641872958e+03 
       6.372246597632e-03       6.568365945380e+03 
       6.497225080167e-03       6.645641503693e+03 
       6.622341463454e-03       6.721481662943e+03 
       6.747588997232e-03       6.795895189515e+03 
       6.872961399547e-03       6.868892783663e+03 
       6.998452819420e-03       6.940486768016e+03 
       7.124057802944e-03       7.010686986727e+03 
       7.249771262483e-03       7.079503715128e+03 
       7.375588448629e-03       7.146952522191e+03 
       7.501504924675e-03       7.213041884168e+03 
       7.627516543328e-03       7.277787213417e+03 
       7.753619425460e-03       7.341202782495e+03 
       7.879809940690e-03       7.403299906201e+03 
       8.006084689631e-03       7.464089441736e+03 
       8.132440487627e-03       7.523586223377e+03 
       8.258874349862e-03       7.581802947540e+03 
       8.385383477690e-03       7.638753469604e+03 
       8.511965246096e-03       7.694451457987e+03 
       8.638617192158e-03       7.748909167011e+03 
       8.765337004455e-03       7.802137866741e+03 
       8.892122513296e-03       7.854152731188e+03 
       9.018971681732e-03       7.904966415512e+03 
       9.145882597263e-03       7.954592907443e+03 
       9.272853464181e-03       8.003041540228e+03 
       9.399882596508e-03       8.050327000867e+03 
       9.526968411457e-03       8.096462545012e+03 
       9.654109423395e-03       8.141459287934e+03 
       9.781304238247e-03       8.185330166734e+03 
       9.908551548317e-03       8.228086819181e+03 
       1.003585012749e-02       8.269744948550e+03 
       1.016319882677e-02       8.310312946557e+03 
       1.029059657017e-02       8.349805038071e+03 
       1.041804235085e-02       8.388232035065e+03 
       1.054553522757e-02       8.425605798009e+03 
       1.067307432138e-02       8.461939892178e+03 
       1.080065881255e-02       8.497244891438e+03 
       1.092828793766e-02       8.531530633313e+03 
       1.105596098701e-02       8.564812724650e+03 
       1.118367730207e-02       8.597100910235e+03 
       1.131143627321e-02       8.628403414233e+03 
       1.143923733755e-02       8.658735599080e+03 
       1.156707997694e-02       8.688106967679e+03 
       1.169496371610e-02       8.716528938806e+03 
       1.182288812087e-02       8.744011785581e+03 
       1.195085279663e-02       8.770565256370e+03 
       1.207885738674e-02       8.796206492435e+03 
       1.220690157116e-02       8.820937358340e+03 
       1.233498506515e-02       8.844773221242e+03 
       1.246310761802e-02       8.867727997867e+03 
       1.259126901204e-02       8.889806528933e+03 
       1.271946906134e-02       8.911025547815e+03 
       1.284770761094e-02       8.931390618796e+03 
       1.297598453587e-02       8.950914280370e+03 
       1.310429974027e-02       8.969605722120e+03 
       1.323265315666e-02       8.987475878464e+03 
       1.336104474517e-02       9.004534525158e+03 
       1.348947449289e-02       9.020792011551e+03 
       1.361794241325e-02       9.036260157333e+03 
       1.374644854543e-02       9.050948958972e+03 
       1.387499295386e-02       9.064860852001e+03 
       1.400357572770e-02       9.078013541780e+03 
       1.413219698046e-02       9.090408931848e+03 
       1.426085684952e-02       9.102066756749e+03 
       1.438955549583e-02       9.112986450295e+03 
       1.451829310356e-02       9.123183900104e+03 
       1.464706987978e-02       9.132663859955e+03 
       1.477588605423e-02       9.141436597100e+03 
       1.490474187909e-02       9.149518340879e+03 
       1.503363762875e-02       9.156907556984e+03 
       1.516257359965e-02       9.163614625560e+03 
       1.529155011013e-02       9.169658256827e+03 
       1.542056750033e-02       9.175037312406e+03 
       1.554962613205e-02       9.179764748050e+03 
       1.567872638874e-02       9.183851475502e+03 
       1.580786867539e-02       9.187305284777e+03 
       1.593705341854e-02       9.190127994471e+03 
       1.606628106628e-02       9.192333613012e+03 
       1.619555208824e-02       9.193922917590e+03 
       1.632486697569e-02       9.194915892861e+03 
       1.645422624150e-02       9.195315515068e+03 
       1.658363042033e-02       9.195124916164e+03 
